age,state,state.fips,origin,hiv,homeless.past.year,n,n.tx.comp.12mo,n.elig.tx.comp.12mo
45-64 years,New Jersey,34,Foreign - Born,Negative,Yes,13,8,9
45-64 years,New Jersey,34,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,New Jersey,34,Foreign - Born,Positive,No,63,21,39
45-64 years,New Jersey,34,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
45-64 years,New Jersey,34,Foreign - Born,Not Reported,No,658,403,548
45-64 years,New Jersey,34,Foreign - Born,Not Reported,Yes,9,5,6
45-64 years,New Jersey,34,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,New Jersey,34,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
45-64 years,New Jersey,34,Not Reported,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
45-64 years,New Mexico,35,US - Born,Negative,No,64,31,40
45-64 years,New Mexico,35,US - Born,Negative,Yes,13,7,8
45-64 years,New Mexico,35,US - Born,Negative,Not Reported,Suppressed,Not Applicable,Not Applicable
45-64 years,New Mexico,35,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
45-64 years,New Mexico,35,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
45-64 years,New Mexico,35,US - Born,Not Reported,No,71,47,61
45-64 years,New Mexico,35,US - Born,Not Reported,Yes,7,4,6
45-64 years,New Mexico,35,Foreign - Born,Negative,No,47,19,28
45-64 years,New Mexico,35,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
45-64 years,New Mexico,35,Foreign - Born,Positive,No,6,1,3
45-64 years,New Mexico,35,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
45-64 years,New Mexico,35,Foreign - Born,Not Reported,No,41,24,34
45-64 years,New Mexico,35,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,New Mexico,35,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
45-64 years,New York,36,US - Born,Negative,No,1033,678,813
45-64 years,New York,36,US - Born,Negative,Yes,169,107,137
45-64 years,New York,36,US - Born,Negative,Not Reported,196,123,159
45-64 years,New York,36,US - Born,Positive,No,927,380,559
45-64 years,New York,36,US - Born,Positive,Yes,196,87,130
45-64 years,New York,36,US - Born,Positive,Not Reported,390,105,198
45-64 years,New York,36,US - Born,Not Reported,No,973,577,713
45-64 years,New York,36,US - Born,Not Reported,Yes,98,39,67
45-64 years,New York,36,US - Born,Not Reported,Not Reported,545,249,383
45-64 years,New York,36,Foreign - Born,Negative,No,1495,975,1151
45-64 years,New York,36,Foreign - Born,Negative,Yes,44,30,33
45-64 years,New York,36,Foreign - Born,Negative,Not Reported,145,102,130
45-64 years,New York,36,Foreign - Born,Positive,No,346,145,226
45-64 years,New York,36,Foreign - Born,Positive,Yes,20,9,16
45-64 years,New York,36,Foreign - Born,Positive,Not Reported,58,16,27
45-64 years,New York,36,Foreign - Born,Not Reported,No,1279,828,1018
45-64 years,New York,36,Foreign - Born,Not Reported,Yes,29,13,20
45-64 years,New York,36,Foreign - Born,Not Reported,Not Reported,284,163,216
45-64 years,New York,36,Not Reported,Negative,No,7,4,5
45-64 years,New York,36,Not Reported,Negative,Yes,Suppressed,Suppressed,Suppressed
45-64 years,New York,36,Not Reported,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,New York,36,Not Reported,Positive,No,Suppressed,Not Applicable,Not Applicable
45-64 years,New York,36,Not Reported,Positive,Not Reported,6,1,2
45-64 years,New York,36,Not Reported,Not Reported,No,17,1,4
45-64 years,New York,36,Not Reported,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,New York,36,Not Reported,Not Reported,Not Reported,13,1,1
45-64 years,North Carolina,37,US - Born,Negative,No,938,673,759
45-64 years,North Carolina,37,US - Born,Negative,Yes,140,107,124
45-64 years,North Carolina,37,US - Born,Negative,Not Reported,Suppressed,Not Applicable,Not Applicable
45-64 years,North Carolina,37,US - Born,Positive,No,119,66,85
45-64 years,North Carolina,37,US - Born,Positive,Yes,42,28,31
45-64 years,North Carolina,37,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,North Carolina,37,US - Born,Not Reported,No,403,293,332
45-64 years,North Carolina,37,US - Born,Not Reported,Yes,14,8,11
45-64 years,North Carolina,37,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,North Carolina,37,Foreign - Born,Negative,No,189,126,140
45-64 years,North Carolina,37,Foreign - Born,Negative,Yes,6,3,5
45-64 years,North Carolina,37,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,North Carolina,37,Foreign - Born,Positive,No,11,5,6
45-64 years,North Carolina,37,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
45-64 years,North Carolina,37,Foreign - Born,Not Reported,No,57,40,50
45-64 years,North Carolina,37,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,North Carolina,37,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,North Carolina,37,Not Reported,Not Reported,Yes,Suppressed,Not Applicable,Not Applicable
45-64 years,North Dakota,38,US - Born,Negative,No,9,3,7
45-64 years,North Dakota,38,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
45-64 years,North Dakota,38,US - Born,Not Reported,No,10,7,8
45-64 years,North Dakota,38,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
45-64 years,North Dakota,38,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
45-64 years,Ohio,39,US - Born,Negative,No,363,222,281
45-64 years,Ohio,39,US - Born,Negative,Yes,68,44,57
45-64 years,Ohio,39,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Ohio,39,US - Born,Positive,No,21,4,7
45-64 years,Ohio,39,US - Born,Positive,Yes,14,5,6
45-64 years,Ohio,39,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Ohio,39,US - Born,Not Reported,No,373,231,303
45-64 years,Ohio,39,US - Born,Not Reported,Yes,27,14,21
45-64 years,Ohio,39,US - Born,Not Reported,Not Reported,6,4,4
45-64 years,Ohio,39,Foreign - Born,Negative,No,99,55,74
45-64 years,Ohio,39,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Ohio,39,Foreign - Born,Positive,No,8,4,4
45-64 years,Ohio,39,Foreign - Born,Not Reported,No,67,39,56
45-64 years,Ohio,39,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Ohio,39,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Ohio,39,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
45-64 years,Ohio,39,Not Reported,Positive,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Ohio,39,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
45-64 years,Ohio,39,Not Reported,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Oklahoma,40,US - Born,Negative,No,350,190,252
45-64 years,Oklahoma,40,US - Born,Negative,Yes,53,25,40
45-64 years,Oklahoma,40,US - Born,Negative,Not Reported,6,2,3
45-64 years,Oklahoma,40,US - Born,Positive,No,20,8,12
45-64 years,Oklahoma,40,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Oklahoma,40,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Oklahoma,40,US - Born,Not Reported,No,270,165,219
45-64 years,Oklahoma,40,US - Born,Not Reported,Yes,47,24,37
45-64 years,Oklahoma,40,US - Born,Not Reported,Not Reported,10,8,9
45-64 years,Oklahoma,40,Foreign - Born,Negative,No,59,41,49
45-64 years,Oklahoma,40,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Oklahoma,40,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
45-64 years,Oklahoma,40,Foreign - Born,Not Reported,No,41,25,36
45-64 years,Oklahoma,40,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Oklahoma,40,Foreign - Born,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
45-64 years,Oklahoma,40,Not Reported,Negative,Yes,Suppressed,Not Applicable,Not Applicable
45-64 years,Oklahoma,40,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
45-64 years,Oklahoma,40,Not Reported,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
45-64 years,Oregon,41,US - Born,Negative,No,120,90,102
45-64 years,Oregon,41,US - Born,Negative,Yes,95,75,86
45-64 years,Oregon,41,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Oregon,41,US - Born,Positive,No,6,3,3
45-64 years,Oregon,41,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Oregon,41,US - Born,Not Reported,No,48,39,45
45-64 years,Oregon,41,US - Born,Not Reported,Yes,16,8,11
45-64 years,Oregon,41,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Oregon,41,Foreign - Born,Negative,No,156,100,119
45-64 years,Oregon,41,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Oregon,41,Foreign - Born,Positive,No,6,3,5
45-64 years,Oregon,41,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Oregon,41,Foreign - Born,Not Reported,No,45,32,40
45-64 years,Oregon,41,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Pennsylvania,42,US - Born,Negative,No,465,283,369
45-64 years,Pennsylvania,42,US - Born,Negative,Yes,32,16,26
45-64 years,Pennsylvania,42,US - Born,Negative,Not Reported,16,9,13
45-64 years,Pennsylvania,42,US - Born,Positive,No,110,40,64
45-64 years,Pennsylvania,42,US - Born,Positive,Yes,12,6,7
45-64 years,Pennsylvania,42,US - Born,Positive,Not Reported,21,4,13
45-64 years,Pennsylvania,42,US - Born,Not Reported,No,596,369,487
45-64 years,Pennsylvania,42,US - Born,Not Reported,Yes,18,10,13
45-64 years,Pennsylvania,42,US - Born,Not Reported,Not Reported,77,40,60
45-64 years,Pennsylvania,42,Foreign - Born,Negative,No,179,89,117
45-64 years,Pennsylvania,42,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Pennsylvania,42,Foreign - Born,Negative,Not Reported,Suppressed,Not Applicable,Not Applicable
45-64 years,Pennsylvania,42,Foreign - Born,Positive,No,14,2,6
45-64 years,Pennsylvania,42,Foreign - Born,Not Reported,No,230,141,189
45-64 years,Pennsylvania,42,Foreign - Born,Not Reported,Not Reported,12,3,9
45-64 years,Pennsylvania,42,Not Reported,Negative,No,Suppressed,Not Applicable,Not Applicable
45-64 years,Pennsylvania,42,Not Reported,Negative,Yes,Suppressed,Not Applicable,Not Applicable
45-64 years,Pennsylvania,42,Not Reported,Positive,No,Suppressed,Suppressed,Suppressed
45-64 years,Pennsylvania,42,Not Reported,Not Reported,No,7,2,2
45-64 years,Pennsylvania,42,Not Reported,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Rhode Island,44,US - Born,Negative,No,28,25,26
45-64 years,Rhode Island,44,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
45-64 years,Rhode Island,44,US - Born,Not Reported,No,38,19,24
45-64 years,Rhode Island,44,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Rhode Island,44,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Rhode Island,44,Foreign - Born,Negative,No,59,35,44
45-64 years,Rhode Island,44,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Rhode Island,44,Foreign - Born,Positive,No,6,3,6
45-64 years,Rhode Island,44,Foreign - Born,Not Reported,No,46,25,39
45-64 years,Rhode Island,44,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Rhode Island,44,Not Reported,Not Reported,No,Suppressed,Not Applicable,Not Applicable
45-64 years,South Carolina,45,US - Born,Negative,No,961,612,799
45-64 years,South Carolina,45,US - Born,Negative,Yes,78,53,62
45-64 years,South Carolina,45,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,South Carolina,45,US - Born,Positive,No,93,37,66
45-64 years,South Carolina,45,US - Born,Positive,Yes,13,5,8
45-64 years,South Carolina,45,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,South Carolina,45,US - Born,Not Reported,No,236,138,183
45-64 years,South Carolina,45,US - Born,Not Reported,Yes,6,1,5
45-64 years,South Carolina,45,US - Born,Not Reported,Not Reported,17,12,15
45-64 years,South Carolina,45,Foreign - Born,Negative,No,71,37,50
45-64 years,South Carolina,45,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
45-64 years,South Carolina,45,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
45-64 years,South Carolina,45,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
45-64 years,South Dakota,46,US - Born,Negative,No,27,17,22
45-64 years,South Dakota,46,US - Born,Negative,Yes,Suppressed,Not Applicable,Not Applicable
45-64 years,South Dakota,46,US - Born,Not Reported,No,47,21,29
45-64 years,South Dakota,46,US - Born,Not Reported,Yes,9,4,5
45-64 years,South Dakota,46,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
45-64 years,South Dakota,46,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
45-64 years,Tennessee,47,US - Born,Negative,No,688,442,527
45-64 years,Tennessee,47,US - Born,Negative,Yes,141,86,114
45-64 years,Tennessee,47,US - Born,Negative,Not Reported,6,4,5
45-64 years,Tennessee,47,US - Born,Positive,No,79,43,51
45-64 years,Tennessee,47,US - Born,Positive,Yes,32,15,20
45-64 years,Tennessee,47,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Tennessee,47,US - Born,Not Reported,No,406,293,346
45-64 years,Tennessee,47,US - Born,Not Reported,Yes,43,24,37
45-64 years,Tennessee,47,US - Born,Not Reported,Not Reported,22,13,18
45-64 years,Tennessee,47,Foreign - Born,Negative,No,87,55,63
45-64 years,Tennessee,47,Foreign - Born,Negative,Yes,8,6,7
45-64 years,Tennessee,47,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Tennessee,47,Foreign - Born,Positive,No,7,2,4
45-64 years,Tennessee,47,Foreign - Born,Positive,Yes,Suppressed,Not Applicable,Not Applicable
45-64 years,Tennessee,47,Foreign - Born,Not Reported,No,39,25,32
45-64 years,Tennessee,47,Not Reported,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Texas,48,US - Born,Negative,No,2166,1308,1609
45-64 years,Texas,48,US - Born,Negative,Yes,437,283,352
45-64 years,Texas,48,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Texas,48,US - Born,Positive,No,520,188,283
45-64 years,Texas,48,US - Born,Positive,Yes,71,28,45
45-64 years,Texas,48,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Texas,48,US - Born,Not Reported,No,2225,1337,1745
45-64 years,Texas,48,US - Born,Not Reported,Yes,181,88,140
45-64 years,Texas,48,US - Born,Not Reported,Not Reported,5,0,1
45-64 years,Texas,48,Foreign - Born,Negative,No,1393,850,1041
45-64 years,Texas,48,Foreign - Born,Negative,Yes,33,20,27
45-64 years,Texas,48,Foreign - Born,Positive,No,122,41,76
45-64 years,Texas,48,Foreign - Born,Positive,Yes,7,0,4
45-64 years,Texas,48,Foreign - Born,Not Reported,No,1148,719,958
45-64 years,Texas,48,Foreign - Born,Not Reported,Yes,15,8,11
45-64 years,Texas,48,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Texas,48,Not Reported,Negative,No,7,5,6
45-64 years,Texas,48,Not Reported,Positive,No,9,3,5
45-64 years,Texas,48,Not Reported,Not Reported,No,56,25,44
45-64 years,Texas,48,Not Reported,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Utah,49,US - Born,Negative,No,39,27,30
45-64 years,Utah,49,US - Born,Negative,Yes,29,22,25
45-64 years,Utah,49,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Utah,49,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
45-64 years,Utah,49,US - Born,Positive,Yes,6,3,5
45-64 years,Utah,49,US - Born,Not Reported,No,19,9,14
45-64 years,Utah,49,US - Born,Not Reported,Yes,10,4,7
45-64 years,Utah,49,Foreign - Born,Negative,No,39,31,32
45-64 years,Utah,49,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Utah,49,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
45-64 years,Utah,49,Foreign - Born,Positive,Yes,Suppressed,Not Applicable,Not Applicable
45-64 years,Utah,49,Foreign - Born,Not Reported,No,23,15,20
45-64 years,Vermont,50,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
45-64 years,Vermont,50,US - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
45-64 years,Vermont,50,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
45-64 years,Vermont,50,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Vermont,50,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
45-64 years,Vermont,50,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
45-64 years,Virginia,51,US - Born,Negative,No,390,269,313
45-64 years,Virginia,51,US - Born,Negative,Yes,38,26,30
45-64 years,Virginia,51,US - Born,Positive,No,48,24,32
45-64 years,Virginia,51,US - Born,Positive,Yes,10,4,8
45-64 years,Virginia,51,US - Born,Not Reported,No,252,156,197
45-64 years,Virginia,51,US - Born,Not Reported,Yes,8,5,6
45-64 years,Virginia,51,Foreign - Born,Negative,No,343,214,252
45-64 years,Virginia,51,Foreign - Born,Negative,Yes,6,5,5
45-64 years,Virginia,51,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Virginia,51,Foreign - Born,Positive,No,17,11,13
45-64 years,Virginia,51,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Virginia,51,Foreign - Born,Not Reported,No,228,152,188
45-64 years,Virginia,51,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Virginia,51,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
45-64 years,Virginia,51,Not Reported,Not Reported,No,5,1,4
45-64 years,Washington,53,US - Born,Negative,No,195,140,161
45-64 years,Washington,53,US - Born,Negative,Yes,132,95,112
45-64 years,Washington,53,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Washington,53,US - Born,Positive,No,20,9,13
45-64 years,Washington,53,US - Born,Positive,Yes,15,5,9
45-64 years,Washington,53,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Washington,53,US - Born,Not Reported,No,126,77,102
45-64 years,Washington,53,US - Born,Not Reported,Yes,19,13,18
45-64 years,Washington,53,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Washington,53,Foreign - Born,Negative,No,379,253,302
45-64 years,Washington,53,Foreign - Born,Negative,Yes,25,15,19
45-64 years,Washington,53,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Washington,53,Foreign - Born,Positive,No,18,8,10
45-64 years,Washington,53,Foreign - Born,Positive,Yes,5,1,2
45-64 years,Washington,53,Foreign - Born,Not Reported,No,196,144,175
45-64 years,Washington,53,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Washington,53,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,West Virginia,54,US - Born,Negative,No,40,18,30
45-64 years,West Virginia,54,US - Born,Negative,Yes,8,2,5
45-64 years,West Virginia,54,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,West Virginia,54,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
45-64 years,West Virginia,54,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
45-64 years,West Virginia,54,US - Born,Not Reported,No,113,52,86
45-64 years,West Virginia,54,US - Born,Not Reported,Yes,17,4,14
45-64 years,West Virginia,54,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,West Virginia,54,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
45-64 years,West Virginia,54,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
45-64 years,West Virginia,54,Foreign - Born,Not Reported,No,6,4,5
45-64 years,Wisconsin,55,US - Born,Negative,No,115,71,92
45-64 years,Wisconsin,55,US - Born,Negative,Yes,14,10,11
45-64 years,Wisconsin,55,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Wisconsin,55,US - Born,Positive,No,6,4,4
45-64 years,Wisconsin,55,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Wisconsin,55,US - Born,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
45-64 years,Wisconsin,55,US - Born,Not Reported,No,57,40,47
45-64 years,Wisconsin,55,US - Born,Not Reported,Yes,6,4,5
45-64 years,Wisconsin,55,US - Born,Not Reported,Not Reported,15,10,12
45-64 years,Wisconsin,55,Foreign - Born,Negative,No,64,41,50
45-64 years,Wisconsin,55,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Wisconsin,55,Foreign - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
45-64 years,Wisconsin,55,Foreign - Born,Positive,Yes,Suppressed,Not Applicable,Not Applicable
45-64 years,Wisconsin,55,Foreign - Born,Not Reported,No,42,29,34
45-64 years,Wisconsin,55,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Wisconsin,55,Foreign - Born,Not Reported,Not Reported,8,6,6
45-64 years,Wisconsin,55,Not Reported,Negative,No,Suppressed,Not Applicable,Not Applicable
45-64 years,Wisconsin,55,Not Reported,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
45-64 years,Wyoming,56,US - Born,Negative,No,13,10,10
45-64 years,Wyoming,56,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
45-64 years,Wyoming,56,US - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
45-64 years,Wyoming,56,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
45-64 years,Wyoming,56,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
45-64 years,Wyoming,56,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
65+ years,Alabama,1,US - Born,Negative,No,786,549,627
65+ years,Alabama,1,US - Born,Negative,Yes,5,1,3
65+ years,Alabama,1,US - Born,Negative,Not Reported,5,4,4
65+ years,Alabama,1,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
65+ years,Alabama,1,US - Born,Not Reported,No,758,346,401
65+ years,Alabama,1,US - Born,Not Reported,Yes,7,2,3
65+ years,Alabama,1,US - Born,Not Reported,Not Reported,15,7,8
65+ years,Alabama,1,Foreign - Born,Negative,No,14,8,11
65+ years,Alabama,1,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
65+ years,Alabama,1,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
65+ years,Alaska,2,US - Born,Negative,No,23,15,17
65+ years,Alaska,2,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
65+ years,Alaska,2,US - Born,Not Reported,No,90,53,62
65+ years,Alaska,2,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
65+ years,Alaska,2,Foreign - Born,Negative,No,18,13,14
65+ years,Alaska,2,Foreign - Born,Not Reported,No,23,17,18
65+ years,Arizona,4,US - Born,Negative,No,150,88,104
65+ years,Arizona,4,US - Born,Negative,Yes,7,4,5
65+ years,Arizona,4,US - Born,Negative,Not Reported,Suppressed,Not Applicable,Not Applicable
65+ years,Arizona,4,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
65+ years,Arizona,4,US - Born,Not Reported,No,479,247,303
65+ years,Arizona,4,US - Born,Not Reported,Yes,9,4,5
65+ years,Arizona,4,US - Born,Not Reported,Not Reported,17,3,5
65+ years,Arizona,4,Foreign - Born,Negative,No,134,67,81
65+ years,Arizona,4,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
65+ years,Arizona,4,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
65+ years,Arizona,4,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
65+ years,Arizona,4,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
65+ years,Arizona,4,Foreign - Born,Not Reported,No,170,83,110
65+ years,Arizona,4,Foreign - Born,Not Reported,Not Reported,9,4,5
65+ years,Arizona,4,Not Reported,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
65+ years,Arkansas,5,US - Born,Negative,No,258,165,181
65+ years,Arkansas,5,US - Born,Negative,Yes,Suppressed,Not Applicable,Not Applicable
65+ years,Arkansas,5,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
65+ years,Arkansas,5,US - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
65+ years,Arkansas,5,US - Born,Not Reported,No,734,463,526
65+ years,Arkansas,5,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
65+ years,Arkansas,5,US - Born,Not Reported,Not Reported,27,6,7
65+ years,Arkansas,5,Foreign - Born,Negative,No,16,13,14
65+ years,Arkansas,5,Foreign - Born,Not Reported,No,13,5,10
65+ years,Arkansas,5,Not Reported,Not Reported,No,Suppressed,Not Applicable,Not Applicable
65+ years,Arkansas,5,Not Reported,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
65+ years,California,6,US - Born,Positive,No,24,2,8
65+ years,California,6,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
65+ years,California,6,US - Born,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
65+ years,California,6,US - Born,Not Reported,No,2897,1481,1828
65+ years,California,6,US - Born,Not Reported,Yes,146,70,93
65+ years,California,6,US - Born,Not Reported,Not Reported,112,47,66
65+ years,California,6,Foreign - Born,Positive,No,29,7,12
65+ years,California,6,Foreign - Born,Not Reported,No,9150,4745,6242
65+ years,California,6,Foreign - Born,Not Reported,Yes,70,34,50
65+ years,California,6,Foreign - Born,Not Reported,Not Reported,257,114,171
65+ years,California,6,Not Reported,Not Reported,No,72,16,24
65+ years,California,6,Not Reported,Not Reported,Yes,5,Not Applicable,Not Applicable
65+ years,California,6,Not Reported,Not Reported,Not Reported,14,3,4
65+ years,Colorado,8,US - Born,Negative,No,88,51,55
65+ years,Colorado,8,US - Born,Negative,Yes,5,2,3
65+ years,Colorado,8,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
65+ years,Colorado,8,US - Born,Not Reported,No,146,82,88
65+ years,Colorado,8,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
65+ years,Colorado,8,US - Born,Not Reported,Not Reported,9,6,7
65+ years,Colorado,8,Foreign - Born,Negative,No,93,62,67
65+ years,Colorado,8,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
65+ years,Colorado,8,Foreign - Born,Not Reported,No,73,45,53
65+ years,Colorado,8,Foreign - Born,Not Reported,Not Reported,5,2,2
